DistrictID,age_under_18,age_18_34,age_35_64,age_65_plus,race_white,edu_no_degree,edu_hs_assoc,edu_bach,edu_adv_degree,inc_under_20k,inc_20k_49k,inc_50k_74k,inc_75k_99k,inc_100k_plus
94,0.2146236559139785,0.21466893039049237,0.4132201471420487,0.1575099037917374,0.9785625353706848,0.25799302545383435,0.5985399080924291,0.07795847863637845,0.06550858781735815,0.22281102233817054,0.350154899722811,0.174547529757052,0.11185390510353824,0.14063264307842818
95,0.2152677447919094,0.2097450715384257,0.4207950785291513,0.1541921051405136,0.9858321293750292,0.24921671888540764,0.6242917138857409,0.05956269582027865,0.06692887140857276,0.24755067567567568,0.35388513513513514,0.17128378378378378,0.09712837837837837,0.13015202702702702
93,0.21445788771617796,0.2020781165898294,0.4384638786829234,0.1450469214387681,0.9761297418735813,0.27877212278772123,0.634703196347032,0.0408292504082925,0.0456954304569543,0.2513455788124733,0.36804784280222125,0.17428449380606578,0.09841947885519009,0.10790260572404956
74,0.23569926618890272,0.20409389349010856,0.41104149680298674,0.14922971291250053,0.9653048963652748,0.21269971065542836,0.6375644735186816,0.0821486979494276,0.06758711787646245,0.22151099132485472,0.3171060389118167,0.19952834161542995,0.12717931441084815,0.13459108902552008
70,0.2411943369421447,0.19083427227747024,0.40875912408759124,0.1592122666927938,0.9592416597266448,0.18886110809145923,0.6643475740116679,0.07989998912925318,0.06689132876761966,0.17320974191203198,0.3417848055252635,0.17911668484187568,0.13695019992729918,0.16875681570338058
97,0.22196682891653147,0.19600685054984676,0.41867225527312063,0.16337659996394446,0.9812961961420588,0.26563552931360906,0.6214100054551872,0.05968616628694285,0.05326829894426082,0.24449836833737762,0.3756171031712827,0.17630323822274285,0.09923855744289181,0.10442640783198058
96,0.227393968520966,0.20704073050582722,0.41045296167247386,0.1551123393007329,0.9885858464495975,0.210204802259887,0.6624646892655367,0.07146892655367232,0.05586158192090396,0.16811030581580344,0.37104472335159977,0.219550998762595,0.11392964468799717,0.1273643273820046
99,0.20616640314516474,0.2695397632579804,0.3768215033545575,0.14740823041750353,0.9751292679800009,0.22061518978904923,0.6053587496250875,0.07951477988469358,0.09451128070116972,0.23326992910254193,0.32249697388898496,0.20205775549022997,0.1034065363997925,0.13859588448901955
98,0.21779296965217793,0.18250265601182503,0.41528477065915287,0.18432722065684326,0.9869508984248695,0.13749508712170838,0.6999868989912224,0.10310493908030918,0.05941307480676012,0.15043449745859977,0.2970159042465978,0.24003935071323168,0.11788817838989998,0.19462206919167077
100,0.21242077381515467,0.19962633620281903,0.4131822911739665,0.17474694920064326,0.95769085233185125,0.11531573361634385,0.7024741310692492,0.10675908729105864,0.07545104802334837,0.16109530583214793,0.296852773826458,0.1979018492176387,0.1340682788051209,0.21008179231863441
